"Дата";"Регион";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
03.04.2020;Ямало-Ненецкий АО;12;0;0;0;10;0
03.04.2020;Ярославская обл.;3;1;0;0;0;0
04.04.2020;Адыгея;7;0;0;0;2;0
04.04.2020;Алтай;0;0;0;0;0;0
04.04.2020;Алтайский край;7;0;0;0;3;0
04.04.2020;Амурская обл.;4;0;0;0;3;0
04.04.2020;Архангельская обл.;8;0;0;0;0;0
04.04.2020;Астраханская обл.;5;0;0;0;0;0
04.04.2020;Башкортостан;10;5;0;0;0;0
04.04.2020;Белгородская обл.;7;0;0;0;1;0
04.04.2020;Брянская обл.;19;0;0;0;12;0
04.04.2020;Бурятия;35;0;0;0;4;0
04.04.2020;Владимирская обл.;3;0;1;0;0;0
04.04.2020;Волгоградская обл.;8;1;0;0;0;1
04.04.2020;Вологодская обл.;13;0;0;0;1;0
04.04.2020;Воронежская обл.;14;2;0;0;2;0
04.04.2020;Дагестан;25;0;0;0;0;0
04.04.2020;Еврейская АО;3;0;0;0;0;0
04.04.2020;Забайкальский край;1;1;0;0;0;0
04.04.2020;Ивановская обл.;23;1;0;0;10;0
04.04.2020;Ингушетия;1;0;0;0;0;0
04.04.2020;Иркутская обл.;8;0;0;0;0;0
04.04.2020;Кабардино-Балкария;8;0;0;0;0;0
04.04.2020;Калининградская обл.;19;5;0;0;0;0
04.04.2020;Калмыкия;7;0;0;0;0;0
04.04.2020;Калужская обл.;6;1;0;0;1;0
04.04.2020;Камчатский край;0;0;0;0;0;0
04.04.2020;Карачаево-Черкессия;0;0;0;0;0;0
04.04.2020;Карелия;0;0;0;0;0;0
04.04.2020;Кемеровская обл.;3;2;0;0;0;0
04.04.2020;Кировская обл.;18;3;0;0;3;0
04.04.2020;Коми;59;1;2;0;3;0
04.04.2020;Костромская обл.;8;0;1;1;5;0
04.04.2020;Краснодарский край;39;4;0;0;0;0
04.04.2020;Красноярский край;25;4;0;0;0;0
04.04.2020;Крым;18;3;0;0;0;2
04.04.2020;Курганская обл.;2;1;0;0;1;0
04.04.2020;Курская обл.;4;0;0;0;0;0
04.04.2020;Ленинградская обл.;47;1;0;0;6;0
04.04.2020;Липецкая обл.;18;3;0;0;0;0
04.04.2020;Магаданская обл.;1;0;0;0;0;0
04.04.2020;Марий Эл;4;0;0;0;0;0
04.04.2020;Мордовия;5;0;0;0;1;0
04.04.2020;Москва;3357;194;27;7;434;26
04.04.2020;Московская обл.;260;30;2;0;49;13
04.04.2020;Мурманская обл.;15;1;0;0;0;0
04.04.2020;Ненецкий АО;0;0;0;0;0;0
04.04.2020;Нижегородская обл.;25;1;0;0;0;0
04.04.2020;Новгородская обл.;3;0;0;0;0;0
04.04.2020;Новосибирская обл.;10;2;0;0;0;0
04.04.2020;Омская обл.;10;0;0;0;1;0
04.04.2020;Оренбургская обл.;12;1;1;0;0;1
04.04.2020;Орловская обл.;6;0;0;0;3;0
04.04.2020;Пензенская обл.;27;0;1;0;0;0
04.04.2020;Пермский край;21;3;2;0;0;0
04.04.2020;Приморский край;7;2;1;1;0;0
04.04.2020;Псковская обл.;9;2;2;0;0;2
04.04.2020;Ростовская обл.;9;0;0;0;0;0
04.04.2020;Рязанская обл.;12;2;0;0;6;1
04.04.2020;Самарская обл.;17;7;0;0;0;0
04.04.2020;Санкт-Петербург;171;7;2;0;15;0
04.04.2020;Саратовская обл.;19;1;0;0;0;0
04.04.2020;Саха (Якутия);15;4;0;0;0;0
04.04.2020;Сахалинская обл.;6;0;0;0;1;0
04.04.2020;Свердловская обл.;40;13;0;0;1;5
04.04.2020;Севастополь;5;0;0;0;0;0
04.04.2020;Северная Осетия;5;0;0;0;1;0
04.04.2020;Смоленская обл.;2;0;0;0;1;0
04.04.2020;Ставропольский край;11;1;0;0;0;0
04.04.2020;Тамбовская обл.;7;0;0;0;1;0
04.04.2020;Татарстан;25;6;0;0;0;0
04.04.2020;Тверская обл.;6;2;0;0;0;0
04.04.2020;Томская обл.;3;1;0;0;0;0
04.04.2020;Тульская обл.;19;3;0;0;2;0
04.04.2020;Тыва;0;0;0;0;0;0
04.04.2020;Тюменская обл.;11;2;0;0;0;0
04.04.2020;Удмуртия;5;3;0;0;1;0
04.04.2020;Ульяновская обл.;1;1;0;0;0;0
04.04.2020;Хабаровский край;10;0;0;0;0;0
04.04.2020;Хакасия;3;1;0;0;0;1
04.04.2020;ХМАО – Югра;16;2;0;0;0;0
04.04.2020;Челябинская обл.;26;2;0;0;3;0
04.04.2020;Чечня;15;0;1;0;3;0
04.04.2020;Чувашия;1;0;0;0;0;0
04.04.2020;Чукотский АО;0;0;0;0;0;0
04.04.2020;Ямало-Ненецкий АО;12;0;0;0;0;0
04.04.2020;Ярославская обл.;5;1;0;0;2;0
05.04.2020;Адыгея;7;0;0;0;0;0
05.04.2020;Алтай;0;0;0;0;0;0
05.04.2020;Алтайский край;7;0;0;0;0;0
05.04.2020;Амурская обл.;4;0;0;0;0;0
05.04.2020;Архангельская обл.;8;3;0;0;0;3
05.04.2020;Астраханская обл.;5;0;0;0;0;0
05.04.2020;Башкортостан;10;5;0;0;0;0
05.04.2020;Белгородская обл.;7;0;0;0;0;0
05.04.2020;Брянская обл.;19;0;0;0;0;0
05.04.2020;Бурятия;35;0;0;0;0;0
05.04.2020;Владимирская обл.;3;0;1;0;0;0
05.04.2020;Волгоградская обл.;8;1;0;0;0;0
05.04.2020;Вологодская обл.;13;0;0;0;0;0
05.04.2020;Воронежская обл.;14;4;0;0;0;2
05.04.2020;Дагестан;25;0;0;0;0;0
05.04.2020;Еврейская АО;3;0;0;0;0;0
05.04.2020;Забайкальский край;1;1;0;0;0;0
05.04.2020;Ивановская обл.;23;1;0;0;0;0
05.04.2020;Ингушетия;1;0;0;0;0;0
05.04.2020;Иркутская обл.;8;0;0;0;0;0
05.04.2020;Кабардино-Балкария;8;0;0;0;0;0
05.04.2020;Калининградская обл.;19;5;0;0;0;0
05.04.2020;Калмыкия;7;0;0;0;0;0
05.04.2020;Калужская обл.;6;1;0;0;0;0
05.04.2020;Камчатский край;2;0;0;0;2;0
05.04.2020;Карачаево-Черкессия;0;0;0;0;0;0
05.04.2020;Карелия;0;0;0;0;0;0
05.04.2020;Кемеровская обл.;3;2;0;0;0;0
05.04.2020;Кировская обл.;18;3;0;0;0;0
05.04.2020;Коми;59;1;2;0;0;0
05.04.2020;Костромская обл.;8;0;1;0;0;0
05.04.2020;Краснодарский край;39;4;0;0;0;0
05.04.2020;Красноярский край;29;4;0;0;4;0
05.04.2020;Крым;20;3;0;0;2;0
05.04.2020;Курганская обл.;2;1;0;0;0;0
05.04.2020;Курская обл.;4;0;0;0;0;0
05.04.2020;Ленинградская обл.;57;1;0;0;10;0
05.04.2020;Липецкая обл.;18;4;0;0;0;1
05.04.2020;Магаданская обл.;1;0;0;0;0;0
05.04.2020;Марий Эл;4;0;0;0;0;0
05.04.2020;Мордовия;5;2;0;0;0;2
05.04.2020;Москва;3893;198;29;2;536;4
05.04.2020;Московская обл.;305;33;2;0;45;3
05.04.2020;Мурманская обл.;15;1;0;0;0;0
05.04.2020;Ненецкий АО;0;0;0;0;0;0
05.04.2020;Нижегородская обл.;47;1;0;0;22;0
05.04.2020;Новгородская обл.;3;0;0;0;0;0
05.04.2020;Новосибирская обл.;11;2;0;0;1;0
05.04.2020;Омская обл.;10;0;0;0;0;0
05.04.2020;Оренбургская обл.;12;1;1;0;0;0
05.04.2020;Орловская обл.;6;0;0;0;0;0
05.04.2020;Пензенская обл.;27;1;1;0;0;1
05.04.2020;Пермский край;21;3;2;0;0;0
05.04.2020;Приморский край;7;2;1;0;0;0
05.04.2020;Псковская обл.;9;3;2;0;0;1
05.04.2020;Ростовская обл.;9;0;0;0;0;0
05.04.2020;Рязанская обл.;12;2;0;0;0;0
05.04.2020;Самарская обл.;17;8;0;0;0;1
05.04.2020;Санкт-Петербург;191;7;2;0;20;0
05.04.2020;Саратовская обл.;19;1;0;0;0;0
05.04.2020;Саха (Якутия);15;4;0;0;0;0
05.04.2020;Сахалинская обл.;6;0;0;0;0;0
05.04.2020;Свердловская обл.;40;13;0;0;0;0
05.04.2020;Севастополь;5;0;0;0;0;0
05.04.2020;Северная Осетия;5;0;0;0;0;0
05.04.2020;Смоленская обл.;2;0;0;0;0;0
05.04.2020;Ставропольский край;11;2;0;0;0;1
05.04.2020;Тамбовская обл.;7;2;0;0;0;2
05.04.2020;Татарстан;25;6;0;0;0;0
05.04.2020;Тверская обл.;6;2;0;0;0;0
05.04.2020;Томская обл.;3;1;0;0;0;0
05.04.2020;Тульская обл.;29;3;0;0;10;0
05.04.2020;Тыва;0;0;0;0;0;0
05.04.2020;Тюменская обл.;11;2;0;0;0;0
05.04.2020;Удмуртия;5;3;0;0;0;0
05.04.2020;Ульяновская обл.;1;1;0;0;0;0
05.04.2020;Хабаровский край;11;0;0;0;1;0
05.04.2020;Хакасия;3;1;0;0;0;0
05.04.2020;ХМАО – Югра;19;2;0;0;3;0
05.04.2020;Челябинская обл.;27;2;0;0;1;0
05.04.2020;Чечня;15;0;1;0;0;0
05.04.2020;Чувашия;1;1;0;0;0;1
05.04.2020;Чукотский АО;0;0;0;0;0;0
05.04.2020;Ямало-Ненецкий АО;12;0;0;0;0;0
05.04.2020;Ярославская обл.;6;1;0;0;1;0
06.04.2020;Адыгея;13;0;0;0;6;0
06.04.2020;Алтай;0;0;0;0;0;0
06.04.2020;Алтайский край;12;0;0;0;5;0
06.04.2020;Амурская обл.;4;0;0;0;0;0
06.04.2020;Архангельская обл.;14;3;0;0;6;0
06.04.2020;Астраханская обл.;5;0;0;0;0;0
06.04.2020;Башкортостан;10;5;0;0;0;0
06.04.2020;Белгородская обл.;11;0;0;0;4;0
06.04.2020;Брянская обл.;24;0;0;0;5;0
06.04.2020;Бурятия;43;0;0;0;8;0
06.04.2020;Владимирская обл.;5;0;1;0;2;0
06.04.2020;Волгоградская обл.;15;1;0;0;7;0
06.04.2020;Вологодская обл.;23;0;0;0;10;0
06.04.2020;Воронежская обл.;23;4;0;0;9;0
06.04.2020;Дагестан;30;4;0;0;5;4
06.04.2020;Еврейская АО;3;0;0;0;0;0
06.04.2020;Забайкальский край;1;1;0;0;0;0
06.04.2020;Ивановская обл.;33;1;0;0;10;0
06.04.2020;Ингушетия;1;0;0;0;0;0
06.04.2020;Иркутская обл.;11;0;0;0;3;0
06.04.2020;Кабардино-Балкария;8;0;0;0;0;0
06.04.2020;Калининградская обл.;19;5;0;0;0;0
06.04.2020;Калмыкия;7;0;0;0;0;0
06.04.2020;Калужская обл.;7;1;0;0;1;0
06.04.2020;Камчатский край;2;0;0;0;0;0
06.04.2020;Карачаево-Черкессия;0;0;0;0;0;0
06.04.2020;Карелия;2;0;0;0;2;0
06.04.2020;Кемеровская обл.;5;2;0;0;2;0
06.04.2020;Кировская обл.;18;3;0;0;0;0
06.04.2020;Коми;90;1;3;1;31;0
06.04.2020;Костромская обл.;9;0;1;0;1;0
06.04.2020;Краснодарский край;50;8;0;0;11;4
06.04.2020;Красноярский край;32;5;0;0;3;1
06.04.2020;Крым;21;6;0;0;1;3
06.04.2020;Курганская обл.;2;1;0;0;0;0
06.04.2020;Курская обл.;4;0;0;0;0;0
06.04.2020;Ленинградская обл.;62;1;0;0;5;0
06.04.2020;Липецкая обл.;26;4;0;0;8;0
06.04.2020;Магаданская обл.;1;0;0;0;0;0
06.04.2020;Марий Эл;13;0;0;0;9;0
06.04.2020;Мордовия;6;2;0;0;1;0
06.04.2020;Москва;4484;206;29;0;591;8
06.04.2020;Московская обл.;387;34;3;1;82;1
06.04.2020;Мурманская обл.;18;1;0;0;3;0
06.04.2020;Ненецкий АО;0;0;0;0;0;0
06.04.2020;Нижегородская обл.;56;4;0;0;9;3
06.04.2020;Новгородская обл.;5;0;0;0;2;0
06.04.2020;Новосибирская обл.;11;2;0;0;0;0
06.04.2020;Омская обл.;10;0;0;0;0;0
06.04.2020;Оренбургская обл.;14;1;1;0;2;0
06.04.2020;Орловская обл.;7;0;0;0;1;0
06.04.2020;Пензенская обл.;32;1;1;0;5;0
06.04.2020;Пермский край;21;3;2;0;0;0
06.04.2020;Приморский край;7;2;1;0;0;0
06.04.2020;Псковская обл.;10;3;2;0;1;0
06.04.2020;Ростовская обл.;9;0;0;0;0;0
06.04.2020;Рязанская обл.;17;2;0;0;5;0
06.04.2020;Самарская обл.;17;9;0;0;0;1
06.04.2020;Санкт-Петербург;226;32;2;0;35;25
06.04.2020;Саратовская обл.;19;1;0;0;0;0
06.04.2020;Саха (Якутия);15;4;0;0;0;0
06.04.2020;Сахалинская обл.;6;0;0;0;0;0
06.04.2020;Свердловская обл.;44;13;0;0;4;0
06.04.2020;Севастополь;5;0;0;0;0;0
06.04.2020;Северная Осетия;8;0;0;0;3;0
06.04.2020;Смоленская обл.;3;0;0;0;1;0
06.04.2020;Ставропольский край;20;2;0;0;9;0
06.04.2020;Тамбовская обл.;15;2;0;0;8;0
06.04.2020;Татарстан;41;6;0;0;16;0
06.04.2020;Тверская обл.;8;2;0;0;2;0
06.04.2020;Томская обл.;3;1;0;0;0;0
06.04.2020;Тульская обл.;39;4;0;0;10;1
06.04.2020;Тыва;0;0;0;0;0;0
06.04.2020;Тюменская обл.;11;2;0;0;0;0
06.04.2020;Удмуртия;5;3;0;0;0;0
06.04.2020;Ульяновская обл.;2;1;0;0;1;0
06.04.2020;Хабаровский край;11;0;0;0;0;0
06.04.2020;Хакасия;5;1;0;0;2;0
06.04.2020;ХМАО – Югра;19;2;0;0;0;0
06.04.2020;Челябинская обл.;31;2;0;0;4;0
06.04.2020;Чечня;16;0;1;0;1;0
06.04.2020;Чувашия;3;1;0;0;2;0
06.04.2020;Чукотский АО;0;0;0;0;0;0
06.04.2020;Ямало-Ненецкий АО;12;0;0;0;0;0
06.04.2020;Ярославская обл.;6;1;0;0;0;0
07.04.2020;Адыгея;13;0;0;0;0;0
07.04.2020;Алтай;0;0;0;0;0;0
07.04.2020;Алтайский край;12;0;0;0;0;0
07.04.2020;Амурская обл.;4;0;0;0;0;0
07.04.2020;Архангельская обл.;14;3;0;0;0;0
07.04.2020;Астраханская обл.;5;0;0;0;0;0
07.04.2020;Башкортостан;12;5;0;0;2;0
07.04.2020;Белгородская обл.;14;1;0;0;3;1
07.04.2020;Брянская обл.;56;0;0;0;32;0
07.04.2020;Бурятия;43;0;1;1;0;0
07.04.2020;Владимирская обл.;12;0;1;0;7;0
07.04.2020;Волгоградская обл.;26;1;0;0;11;0
07.04.2020;Вологодская обл.;23;0;0;0;0;0
07.04.2020;Воронежская обл.;23;9;0;0;0;5
07.04.2020;Дагестан;43;4;0;0;13;0
07.04.2020;Еврейская АО;3;0;0;0;0;0
07.04.2020;Забайкальский край;1;1;0;0;0;0
07.04.2020;Ивановская обл.;47;1;0;0;14;0
07.04.2020;Ингушетия;7;0;0;0;6;0
07.04.2020;Иркутская обл.;14;0;1;1;3;0
07.04.2020;Кабардино-Балкария;13;0;0;0;5;0
07.04.2020;Калининградская обл.;48;8;0;0;29;3
07.04.2020;Калмыкия;11;0;0;0;4;0
07.04.2020;Калужская обл.;11;1;0;0;4;0
07.04.2020;Камчатский край;2;0;0;0;0;0
07.04.2020;Карачаево-Черкессия;3;0;0;0;3;0
07.04.2020;Карелия;2;0;0;0;0;0
07.04.2020;Кемеровская обл.;5;2;0;0;0;0
07.04.2020;Кировская обл.;20;7;0;0;2;4
07.04.2020;Коми;101;1;3;0;11;0
07.04.2020;Костромская обл.;9;2;1;0;0;2
07.04.2020;Краснодарский край;61;9;1;1;11;1
07.04.2020;Красноярский край;32;5;0;0;0;0
07.04.2020;Крым;22;6;0;0;1;0
07.04.2020;Курганская обл.;2;1;0;0;0;0
07.04.2020;Курская обл.;4;0;0;0;0;0
07.04.2020;Ленинградская обл.;62;1;0;0;0;0
07.04.2020;Липецкая обл.;26;4;0;0;0;0
07.04.2020;Магаданская обл.;1;0;0;0;0;0
07.04.2020;Марий Эл;13;0;0;0;0;0
07.04.2020;Мордовия;6;3;0;0;0;1
07.04.2020;Москва;5181;222;31;2;697;16
07.04.2020;Московская обл.;454;47;8;5;67;13
07.04.2020;Мурманская обл.;18;1;0;0;0;0
07.04.2020;Ненецкий АО;0;0;0;0;0;0
07.04.2020;Нижегородская обл.;56;8;0;0;0;4
07.04.2020;Новгородская обл.;5;0;0;0;0;0
07.04.2020;Новосибирская обл.;11;2;0;0;0;0
07.04.2020;Омская обл.;14;0;0;0;4;0
07.04.2020;Оренбургская обл.;14;1;1;0;0;0
07.04.2020;Орловская обл.;12;3;0;0;5;3
07.04.2020;Пензенская обл.;51;1;1;0;19;0
07.04.2020;Пермский край;32;5;2;0;11;2
07.04.2020;Приморский край;8;2;2;1;1;0
07.04.2020;Псковская обл.;14;3;2;0;4;0
07.04.2020;Ростовская обл.;17;0;0;0;8;0
07.04.2020;Рязанская обл.;17;2;0;0;0;0
07.04.2020;Самарская обл.;17;9;0;0;0;0
07.04.2020;Санкт-Петербург;295;32;2;0;69;0
07.04.2020;Саратовская обл.;25;1;0;0;6;0
07.04.2020;Саха (Якутия);15;7;0;0;0;3
07.04.2020;Сахалинская обл.;6;4;0;0;0;4
07.04.2020;Свердловская обл.;51;22;0;0;7;9
07.04.2020;Севастополь;5;0;0;0;0;0
07.04.2020;Северная Осетия;9;0;0;0;1;0
07.04.2020;Смоленская обл.;3;0;0;0;0;0
07.04.2020;Ставропольский край;39;2;0;0;19;0
07.04.2020;Тамбовская обл.;15;3;0;0;0;1
07.04.2020;Татарстан;41;8;0;0;0;2
07.04.2020;Тверская обл.;8;2;0;0;0;0
07.04.2020;Томская обл.;3;1;0;0;0;0
07.04.2020;Тульская обл.;49;4;0;0;10;0
07.04.2020;Тыва;0;0;0;0;0;0
07.04.2020;Тюменская обл.;18;2;0;0;7;0
07.04.2020;Удмуртия;9;3;0;0;4;0
07.04.2020;Ульяновская обл.;4;1;0;0;2;0
07.04.2020;Хабаровский край;16;0;0;0;5;0
07.04.2020;Хакасия;5;1;0;0;0;0
07.04.2020;ХМАО – Югра;38;2;0;0;19;0
07.04.2020;Челябинская обл.;32;4;0;0;1;2
07.04.2020;Чечня;17;12;1;0;1;12
07.04.2020;Чувашия;6;1;0;0;3;0
07.04.2020;Чукотский АО;0;0;0;0;0;0
07.04.2020;Ямало-Ненецкий АО;30;0;0;0;18;0
07.04.2020;Ярославская обл.;11;1;0;0;5;0
08.04.2020;Адыгея;13;0;0;0;0;0
08.04.2020;Алтай;0;0;0;0;0;0
08.04.2020;Алтайский край;18;0;0;0;6;0
08.04.2020;Амурская обл.;4;0;0;0;0;0
08.04.2020;Архангельская обл.;14;3;0;0;0;0
08.04.2020;Астраханская обл.;5;0;0;0;0;0
08.04.2020;Башкортостан;16;5;0;0;4;0
08.04.2020;Белгородская обл.;18;1;0;0;4;0
08.04.2020;Брянская обл.;57;0;0;0;1;0
08.04.2020;Бурятия;50;0;1;0;7;0
08.04.2020;Владимирская обл.;14;0;1;0;2;0
08.04.2020;Волгоградская обл.;26;2;0;0;0;1
08.04.2020;Вологодская обл.;27;0;0;0;4;0
08.04.2020;Воронежская обл.;33;9;0;0;10;0
08.04.2020;Дагестан;44;4;0;0;1;0
08.04.2020;Еврейская АО;6;0;0;0;3;0
08.04.2020;Забайкальский край;4;1;0;0;3;0
08.04.2020;Ивановская обл.;47;1;0;0;0;0
08.04.2020;Ингушетия;25;0;0;0;18;0
08.04.2020;Иркутская обл.;14;0;2;1;0;0
08.04.2020;Кабардино-Балкария;23;1;0;0;10;1
08.04.2020;Калининградская обл.;49;9;0;0;1;1
08.04.2020;Калмыкия;15;2;0;0;4;2
08.04.2020;Калужская обл.;11;1;0;0;0;0
08.04.2020;Камчатский край;2;0;0;0;0;0
08.04.2020;Карачаево-Черкессия;5;0;0;0;2;0
08.04.2020;Карелия;2;0;0;0;0;0
08.04.2020;Кемеровская обл.;7;2;0;0;2;0
08.04.2020;Кировская обл.;20;7;0;0;0;0
08.04.2020;Коми;119;1;3;0;18;0
08.04.2020;Костромская обл.;9;2;1;0;0;0
08.04.2020;Краснодарский край;85;15;1;0;24;6
08.04.2020;Красноярский край;39;6;0;0;7;1
08.04.2020;Крым;23;6;0;0;1;0
08.04.2020;Курганская обл.;3;1;0;0;1;0
08.04.2020;Курская обл.;10;0;0;0;6;0
08.04.2020;Ленинградская обл.;94;2;0;0;32;1
08.04.2020;Липецкая обл.;44;5;0;0;18;1
08.04.2020;Магаданская обл.;1;0;0;0;0;0
08.04.2020;Марий Эл;40;0;0;0;27;0
08.04.2020;Мордовия;13;3;0;0;7;0
08.04.2020;Москва;5841;270;31;0;660;48
08.04.2020;Московская обл.;549;50;10;2;95;3
08.04.2020;Мурманская обл.;43;2;0;0;25;1
08.04.2020;Ненецкий АО;0;0;0;0;0;0
08.04.2020;Нижегородская обл.;80;13;0;0;24;5
08.04.2020;Новгородская обл.;5;0;0;0;0;0
08.04.2020;Новосибирская обл.;13;2;0;0;2;0
08.04.2020;Омская обл.;15;0;0;0;1;0
08.04.2020;Оренбургская обл.;22;1;1;0;8;0
08.04.2020;Орловская обл.;12;3;0;0;0;0
08.04.2020;Пензенская обл.;52;1;1;0;1;0
08.04.2020;Пермский край;32;6;2;0;0;1
08.04.2020;Приморский край;15;2;2;0;7;0
08.04.2020;Псковская обл.;14;3;2;0;0;0
08.04.2020;Ростовская обл.;21;0;0;0;4;0
08.04.2020;Рязанская обл.;32;2;0;0;15;0
08.04.2020;Самарская обл.;18;9;0;0;1;0
08.04.2020;Санкт-Петербург;329;32;2;0;34;0
08.04.2020;Саратовская обл.;26;1;0;0;1;0
08.04.2020;Саха (Якутия);16;7;0;0;1;0
08.04.2020;Сахалинская обл.;11;4;0;0;5;0
08.04.2020;Свердловская обл.;56;25;0;0;5;3
08.04.2020;Севастополь;5;2;0;0;0;2
08.04.2020;Северная Осетия;15;0;1;1;6;0
08.04.2020;Смоленская обл.;7;0;0;0;4;0
08.04.2020;Ставропольский край;39;5;0;0;0;3
08.04.2020;Тамбовская обл.;21;3;0;0;6;0
08.04.2020;Татарстан;41;10;0;0;0;2
08.04.2020;Тверская обл.;12;2;0;0;4;0
08.04.2020;Томская обл.;4;1;0;0;1;0
08.04.2020;Тульская обл.;54;4;0;0;5;0
08.04.2020;Тыва;0;0;0;0;0;0
08.04.2020;Тюменская обл.;18;2;0;0;0;0
08.04.2020;Удмуртия;9;3;0;0;0;0
08.04.2020;Ульяновская обл.;4;1;0;0;0;0
08.04.2020;Хабаровский край;24;0;1;1;8;0
08.04.2020;Хакасия;6;1;0;0;1;0
08.04.2020;ХМАО – Югра;41;3;0;0;3;1
08.04.2020;Челябинская обл.;32;4;0;0;0;0
08.04.2020;Чечня;22;15;1;0;5;3
08.04.2020;Чувашия;15;1;0;0;9;0
08.04.2020;Чукотский АО;0;0;0;0;0;0
08.04.2020;Ямало-Ненецкий АО;41;0;0;0;11;0
08.04.2020;Ярославская обл.;11;1;0;0;0;0
09.04.2020;Адыгея;13;2;0;0;0;2
09.04.2020;Алтай;0;0;0;0;0;0
09.04.2020;Алтайский край;21;0;0;0;3;0
09.04.2020;Амурская обл.;4;1;0;0;0;1
09.04.2020;Архангельская обл.;24;4;0;0;10;1
09.04.2020;Астраханская обл.;21;0;0;0;16;0
09.04.2020;Башкортостан;22;5;0;0;6;0
09.04.2020;Белгородская обл.;18;1;0;0;0;0
09.04.2020;Брянская обл.;97;3;0;0;40;3
09.04.2020;Бурятия;54;9;1;0;4;9
09.04.2020;Владимирская обл.;38;0;1;0;24;0
09.04.2020;Волгоградская обл.;26;2;0;0;0;0
09.04.2020;Вологодская обл.;35;0;0;0;8;0
09.04.2020;Воронежская обл.;33;9;0;0;0;0
09.04.2020;Дагестан;57;4;0;0;13;0
09.04.2020;Еврейская АО;6;0;0;0;0;0
09.04.2020;Забайкальский край;4;1;0;0;0;0
09.04.2020;Ивановская обл.;60;7;0;0;13;6
09.04.2020;Ингушетия;25;0;0;0;0;0
09.04.2020;Иркутская обл.;17;0;2;0;3;0
09.04.2020;Кабардино-Балкария;23;1;0;0;0;0
09.04.2020;Калининградская обл.;52;9;0;0;3;0
09.04.2020;Калмыкия;23;5;0;0;8;3
09.04.2020;Калужская обл.;11;1;0;0;0;0
09.04.2020;Камчатский край;5;0;0;0;3;0
09.04.2020;Карачаево-Черкессия;6;0;0;0;1;0
09.04.2020;Карелия;2;0;0;0;0;0
09.04.2020;Кемеровская обл.;7;3;0;0;0;1
09.04.2020;Кировская обл.;28;8;0;0;8;1
09.04.2020;Коми;150;1;3;0;31;0
09.04.2020;Костромская обл.;12;3;1;0;3;1
09.04.2020;Краснодарский край;105;15;1;0;20;0
09.04.2020;Красноярский край;39;8;0;0;0;2
09.04.2020;Крым;26;7;0;0;3;1
09.04.2020;Курганская обл.;3;1;0;0;0;0
09.04.2020;Курская обл.;20;3;0;0;10;3
09.04.2020;Ленинградская обл.;112;3;0;0;18;1
09.04.2020;Липецкая обл.;48;5;0;0;4;0
09.04.2020;Магаданская обл.;1;1;0;0;0;1
09.04.2020;Марий Эл;41;2;0;0;1;2
09.04.2020;Мордовия;17;3;0;0;4;0
09.04.2020;Москва;6698;313;38;7;857;43
09.04.2020;Московская обл.;748;52;13;3;199;2
09.04.2020;Мурманская обл.;44;5;0;0;1;3
09.04.2020;Ненецкий АО;0;0;0;0;0;0
09.04.2020;Нижегородская обл.;87;13;0;0;7;0
09.04.2020;Новгородская обл.;12;2;0;0;7;2
09.04.2020;Новосибирская обл.;18;2;0;0;5;0
09.04.2020;Омская обл.;15;0;0;0;0;0
09.04.2020;Оренбургская обл.;22;4;1;0;0;3
09.04.2020;Орловская обл.;17;3;0;0;5;0
09.04.2020;Пензенская обл.;52;1;1;0;0;0
09.04.2020;Пермский край;41;6;3;1;9;0
09.04.2020;Приморский край;20;2;2;0;5;0
09.04.2020;Псковская обл.;16;5;2;0;2;2
09.04.2020;Ростовская обл.;24;1;0;0;3;1
09.04.2020;Рязанская обл.;32;3;0;0;0;1
09.04.2020;Самарская обл.;18;10;0;0;0;1
09.04.2020;Санкт-Петербург;373;43;4;2;44;11
09.04.2020;Саратовская обл.;30;1;0;0;4;0
09.04.2020;Саха (Якутия);16;8;0;0;0;1
09.04.2020;Сахалинская обл.;11;4;0;0;0;0
09.04.2020;Свердловская обл.;59;25;0;0;3;0
09.04.2020;Севастополь;5;2;0;0;0;0
09.04.2020;Северная Осетия;22;0;1;0;7;0
09.04.2020;Смоленская обл.;11;1;0;0;4;1
09.04.2020;Ставропольский край;42;6;0;0;3;1
09.04.2020;Тамбовская обл.;21;3;0;0;0;0
09.04.2020;Татарстан;50;10;0;0;9;0
09.04.2020;Тверская обл.;19;2;0;0;7;0
09.04.2020;Томская обл.;4;1;0;0;0;0
09.04.2020;Тульская обл.;66;6;0;0;12;2
09.04.2020;Тыва;0;0;0;0;0;0
09.04.2020;Тюменская обл.;19;2;0;0;1;0
09.04.2020;Удмуртия;9;3;0;0;0;0
09.04.2020;Ульяновская обл.;6;1;0;0;2;0
09.04.2020;Хабаровский край;24;3;1;0;0;3
09.04.2020;Хакасия;6;1;0;0;0;0
09.04.2020;ХМАО – Югра;41;3;0;0;0;0
09.04.2020;Челябинская обл.;34;6;0;0;2;2
09.04.2020;Чечня;22;15;1;0;0;0
09.04.2020;Чувашия;17;1;0;0;2;0
09.04.2020;Чукотский АО;0;0;0;0;0;0
09.04.2020;Ямало-Ненецкий АО;41;0;0;0;0;0
09.04.2020;Ярославская обл.;13;2;0;0;2;1
10.04.2020;Адыгея;20;2;0;0;7;0
10.04.2020;Алтай;0;0;0;0;0;0
10.04.2020;Алтайский край;21;0;0;0;0;0
